ID	Label	Text
2718	No Propaganda	The Inflation Reduction Act, which was signed into law in 2022, provided a historic investment of $369 billion for climate solutions. This investment across all industries is expected to reduce over 40% of greenhouse gas emissions by 2035, compared to 2005 levels.  Things to Know Member of the House Safe Climate Caucus and Sustainable Energy and Environment Coalition (SEEC), and co-chair of the SEEC Climate Jobs Task ForceEarned a 100% on the League of Conservation Voters 2023 ScorecardAuthored the Clean Corridors Act, which passed as part of the Bipartisan Infrastructure Law in 2021, and provides funding to establish a network of electric vehicle charging infrastructure across the country
6877	No Propaganda	 I cosponsored the Telehealth Expansion Act, legislation that would make a waiver permanent to allow for increased coverage and expansion of telehealth.I introduced H.R
16530	No Propaganda	R. 793   - RESTAURANTS Act of 2021 H.R
10126	No Propaganda	""" By augmenting its marked vehicle fleet, the GPD will ensure a more reliable and efficient response to daily safety and emergency incidents, mitigating potential shortcomings and enhancing community safety. Committee has the opportunity with this project to vastly improve Guam's law enforcement apparatus.Â See attachment for Nexus Letter & Financial Disclosure:"""
23908	No Propaganda	As a retired U.S. Navy SEAL with multiple combat tours and a total of 26 years of military service, I know how critical it is for the United States to have a robust military and strong national defense strategy
5593	No Propaganda	Issa is a proud Army veteran.  As a senior in high school, Issa enlisted in the United States Army. Through his service, he received a ROTC scholarship and graduated with a degree in business
12966	No Propaganda	It’s no surprise that groundbreaking clean-energy solutions like this have come out of UMD’s Maryland Energy Innovation Institute.Hosted a Roundtable Discussion on data center proposals in Prince George’s County and their impact on the local community and economy.Toured the IonQ facility in College Park and met with CEO Peter Chapman to discuss the importance of quantum computing for the US economy and national security, especially as we work to remain competitive with China on the global stage
18112	Loaded Language	I worked to make sure we provided the highest funding level in history for the VA while also strengthening oversight and holding bureaucrats responsible. We passed critical measures to address the tragedy of veteran suicide and improve mental health services. I secured provisions to expand access to VA health benefits for veterans exposed to toxic burn pits
12730	Loaded Language	 In my first floor speech, I dedicated my time to speaking out against the attacks on federal workers – making it clear I would not stand for these appalling firings. Then, I introduced the first bipartisan anti-DOGE bill in Congress: the Protect Our Probationary Employees Act. The bill ensures that if and when employees are reinstated, they will not need to restart their probationary period for the same job they previously held and can continue to do the important work of the American people
4808	Appeal to Fear	4667, the VISIBLE Act to ensure ICE is held accountable by prohibiting all immigration enforcement officers from wearing non-medical face coverings, requiring them to display their name or badge number and the agency they represent, and mandating DHS to implement disciplinary procedures for agents’ violations of the law. We must also ensure that Members of Congress maintain their ability to conduct oversight at immigration detention centers, which is expressly permitted by law. But, since the beginning of the second Trump administration, I have been unlawfully denied entrance twice when attempting to conduct oversight at these facilities
13790	No Propaganda	 The amendment was included in the final House-passed version of the bill.To learn more about my legislative and voting record, please visit here.
9133	Appeal to Fear	Despite the budgetary and fiscal climate, it is imperative the security and long-term success of the country is not sacrificed through arbitrary cuts to the military's budget. Our country is a beacon of liberty and freedom with interests across the globe, and there is no doubt non-state actors and foreign governments have interests that are hostile to those of the United States. The United States must stand ready and capable to respond to potential threats
17172	Loaded Language	"​Defunding Unconstitutional Executive Order Banning Refugees: No funds, resources, or fees made available by the United States Congress to any Federal agency may be used to implement, administer, enforce, or carry out (including through the issuance of any regulations) any of the policy changes set forth in the Executive Order titled ""Protecting the Nation from Foreign Terrorist Entry into the United States"" signed by President Donald J. Trump on January 27, 2017.""Statute of Liberty Values Act"" (SOLVe): States that President Trump's Executive Order will have no effect or force of law and states that no funds or fees shall be used to implement the Order"
11824	No Propaganda	 Boner Center, and other community organizations. These programs provide hands-on training in advanced manufacturing, healthcare, and technologyâ€”helping workers re-enter the job market with the skills needed for todayâ€™s careers. We must continue expanding these efforts to prepare our workforce for the jobs of the future
13218	No Propaganda	R. 2743, the Raise the Wage Act, proposes incrementally increasing the federal minimum wage to $17 per hour by 2030.H
10014	Appeal to Fear	Â Safeguarding Womenâ€™s Sports: As an athlete myself, I understand the time, dedication, discipline, and commitment that it takes to exceed in any sport, for both men and women. I believe strongly in preserving a level playing field for female athletes, and it is unacceptable when biological males are allowed to compete in female-only athletic events. This undermines the hard work and achievements of our outstanding female athletes, and I am determined to bring an end to these unfair, unscientific, and dangerous rules
10637	Loaded Language	 But discriminatory and exclusionary housing policies and an unaffordable and inaccessible housing market have made it far too difficult for many to achieve the dream of homeownership. A co-sponsor of the Original Fair Housing Resolution, the Housing for All Act, and the Housing Crisis Response Act, Congresswoman Ramirez is a champion for policies and programs that give Americans the opportunity to set roots in a place they can call their own.
5946	Loaded Language	House of Representatives.A historic moment… The House has voted to approve Rep. DeGette's Colorado Wilderness Act five times in the past three years, first in February 2020 as part of DeGette’s Protecting America’s Wilderness and Public Lands Act and most recently as part of the National Defense Authorization Act, which the House approved in July 2022
11434	Loaded Language	Those are the principles that are reflected in the alternative I offered to the Bowles-Simpson plan. It would create jobs, cut wasteful defense spending, raise revenues in a fair way and protect Social Security, Medicare, and Medicaid. I have also introduced legislation that would build on my plan â€“ the Emergency Jobs to Restore the American Dream Act, which would create over two million jobs, and the Fairness in Taxation Act, which would create new tax brackets for millionaires and billionaires
12999	No Propaganda	R. 842, theÂ  Nancy Gardner Sewell Medicare Multi-Cancer Early Detection Screening Coverage Act, covers early detection cancer screenings for Medicaid recipients, so that people can catch cancer early and can make informed decisions about their health care.H
16955	No Propaganda	 From traveling to the Island to assess the damage to demanding an immediate supplemental funding package, to calling for a more robust and effective response from the Trump Administration, she is urging Washington to provide swift and sustainable relief aid.For a list of the relief efforts the Congresswoman is supporting, please click here. The Congresswoman in Sunset Park, Brooklyn organizing relief aid for Hurricane Maria victims
15010	Loaded Language	6 million. Congressman Thompson is and has been a consistent supporter of our armed fighting forces and veterans, making sure that these 22.6 million heroes get the services they deserve
5660	No Propaganda	 I am leading the Border Water Quality Restoration and Protection Act. This bill would help address pollution by designating the Environmental Protection Agency (EPA) as the lead agency. Under the bill, the EPA would be required to coordinate all federal, state, and local agencies to plan and construct infrastructure projects to combat pollution along the border, streamlining decision-making and strategic planning between agencies
1748	No Propaganda	EducationI strongly believe that every child should have access to a quality education. Providing a first-rate education for America's youth is one of the most important responsibilities of parents, local school boards, states, and, to a degree, the federal government.For over forty-five years, the federal government's role in education has been expanding, yet it has repeatedly failed to improve the outcome for our students
12582	Name Calling	"""Â NO CORRUPTION Act: Politicians should face real consequences when they abuse their office. This bill would eliminate pension payments for members of Congress who have been convicted of felonies or various offenses related to their work in office. More Transparency, Less Foreign Influence in Our ElectionsÂ Block Foreign-Funded Political Ads Act: Foreign adversaries shouldnâ€™t be able to pay to sow division among Americans or spread propaganda on American media channels"""
15686	Loaded Language	It is wrong to ignore the problems facing the program for younger workers and it is wrong to frighten senior citizens who are currently reliant upon Social Security benefits. I pledge to work towards a common-sense solution that respects Americans of all ages.
11270	No Propaganda	gov 💻 Online: krishnamoorthi.house.gov/contact/emailAdditional InformationBelow, you’ll find answers to some of the most frequently asked questions about the shutdown
17814	No Propaganda	"""4385 Cancer Drug Parity Act Requires a group health plan to ensure that patient copays for oral anticancer are not higher than the copays for anticancer medications administered by a health care provider.H.R"""
13245	Name Calling	By cutting critical social programs, reversing our achievements to combat climate change, and making education less affordable, H.R. 1 proves that Republican are not working for you but for their billionaire friends
9594	No Propaganda	This legislation would provide comprehensive health care to every American with no premiums, co-payments or deductibles, expanding coverage to dental, hearing and vision services and allowing every American the freedom to choose their doctors without bureaucratic red tape getting in the way. With costs rising more every day, high insurance premiums and medical costs are becoming unreasonable for the middle and lower class to keep up with. We need health care policy reform to address this gap and to continue the fight for affordable health care for all Americans
20606	No Propaganda	Â A-K Valley - Police River Patrol Boat - $125,000The Allegheny Valley Regional Police Department is seeking funding to purchase a law enforcement watercraft for the protection of the residents of the three communities along the Allegheny River that is within their jurisdiction.The entity to receive funding for this project is the Allegheny Valley Regional Police Department, located at 100 Plate Drive, Harwick, PAÂ 15049.Click HERE to read the required financial disclosure letter
23468	Loaded Language	"""This crisis has had a devastating effect on public health and safety in communities across the United States. According to the Centers for Disease Control and Prevention (CDC), drug overdose deaths now surpass traffic crashes in the number of deaths caused by injury in the U.S, with an average of 120 drug related deaths per day in 2014"""
8669	No Propaganda	"""Traffic Updates During Emergencies: CALLÂ (866) 511-3352Listen to your local officials for developments and instructions on evacuating, sheltering in place, and returning home. Governor Ron DeSantisÂ Florida Division of Emergency Management (FDEM)Duval CountyNassau CountySt. Johns CountyNational Weather Service Jacksonville: (800) 499-1594 ext"""
13397	No Propaganda	""" Airstrikes on Iran-Backed Houthis in YemenDecember 18, 2023: Democratic Veterans Call for Change in Israelâ€™s Gaza StrategyDecember 14, 2023: Vote Explainer: Condemning Antisemitism on University campusesDecember 11, 2023: Statements on Campus Antisemitism and Harvard UniversityDecember 7, 2023: Moulton Leads Letter Expressing Concern with Israeli Militaryâ€™s Actions in GazaDecember 6, 2023: Statement on Harvard President's Congressional Testimony on Campus AntisemitismDecember 6, 2023: Vote Explainer â€“ Condemning AntisemitismNovember 28, 2023: Moulton Statement on Israeli Hostage ReleasesNovember 8, 2023: Vote Explainer - The Censure of Rep. TlaibNovember 3, 2023: Moulton Calls for Civilian Evacuation & Surge of Humanitarian Aid into GazaOctober 9, 2023: Statement on Harvard Student Group Letter Blaming Israel for Hamas Terror AttackOctober 7, 2023: Statement on the Attacks Against IsraelNewsletter:A Note on Israel and GazaOp-Eds:Â CNN: """"Netanyahu Needs an End Game"""" (Oct. 19)TIME: """"The Lesson Israel Must Learn From AmericaÃ¢Â€Â™s Fight in Fallujah"""" (Dec"""
12028	Loaded Language	S. strategy in Palestine and Israel that prioritizes:Â A just and lasting peace through a two-state solutionÂ An end to the humanitarian crisis in GazaÂ Equal rights, dignity, and security for both Israelis and PalestiniansÂ After October 7, 2023, Congressman Carson has taken the following actions:Â Introduced the UNRWA funding Emergency Restoration Act to restore humanitarian aid to Gaza through the United Nations Relief and Works Agency.Â Signed a letter to President Biden and Secretary of State Blinken expressing concerns on the unfolding humanitarian situation in Gaza
7278	Loaded Language	My Grandpa Chavez gained his American citizenship by serving in World War II. I served 12 years in the Army - including a combat deployment to the Middle East - the Colorado Army National Guard as a UH-60 Black Hawk helicopter pilot, and as an Arvada police officer. Military:After serving in the War on Terror, I strongly believe we can be doing more to strengthen our military
12364	No Propaganda	I have also brought federal funding back to Kansas for local green space initiatives like the 6th St. Bike Boulevard and Heritage Trail Connection, the Sumner Area Green Corridor, and the Klamm Park Trail. Additionally, I voted to pass new tax breaks so Kansans can save money when buying electric vehicles and upgrading the energy efficiency of their homes
19371	Loaded Language	In our nation, diversity makes us stronger. With that strength we must summon our collective humanity to provide a place for refugees, many of whom are women and children, fleeing war and terrorism.
5074	Appeal to Fear	""" It would simply require that millionaires and billionaires pay the same Social Security taxes as everyone else.Â Fighting for Health Care Congressman Sherman voted against the Republican cuts to the federal health insurance program in the â€œOne Big Ugly Billâ€ recently signed by President Trump. The recently passed changes will force an estimated 17 million Americans to lose their health care coverage and targets Medicaid funding by creating a web of new limits on state funding and increasing patientsâ€™ out-of-pocket spending"""
3516	Loaded Language	"""Long wait times and scheduling problems at VA Medical Centers are deeply concerning, and I am working to ensure veterans are receiving timely access to quality care. After learning of long wait times at VA Medical Centers, I wrote a letter to the VA Secretary requesting a system-wide audit of scheduling practices and wait times. I've also visited the VA facility in Livermore and have been assured by the director and her staff that while long wait times and access issues are occurring at VA centers across the country, this is not the case in the Bay Area"""
2951	No Propaganda	As Democratic Leader, Pelosi supported President Bush's bilateral PEPFAR (President's Emergency Plan For AIDS Relief) initiative. During her first two terms as Speaker of the House, working with Presidents Bush and Obama, she successfully fought to more than double bilateral funding for global AIDS, increasing the U.S
2116	No Propaganda	R. 5668, the MODERN Labeling Act of 2020, out of the House of Representatives unanimously in November 2020. H
21714	No Propaganda	R. 8 and H.R
23224	No Propaganda	" I also welcome the administration's implementation of the E-Verify+ program—an important step toward protecting American jobs by helping employers verify work authorization more effectively. I support the reinstatement of proven policies like ""Remain in Mexico"" and will give serious consideration to making E-Verify mandatory nationwide. We must also strengthen our asylum processes to reduce fraud while ensuring that those truly in need receive protection"
22691	Appeal to Fear	With higher education still out of reach for too many Americans, Committee Democrats are working to lift the burden of student loan debt, and are focused on solutions that help all students complete their degree or credential on time. Congressman Scott was the lead sponsor of the Aim Higher Act, a bill which ensures every student has a path to a debt-free degree or credential that leads to a rewarding career. SCHOOL SAFETYIn the wake of the tragic Newtown and Parkland mass shootings, Congressman Scott welcomes the national discussion about how to keep our schools and children safe
20781	Loaded Language	Our region and our state depend on the conservation of nature to grow and prosper. I’m committed to keeping oil rigs off our coast permanently to ensure South Carolina will never experience the crippling devastation others have and that we do all we can to protect our environment and wildlife.For more information concerning work and views related to Offshore Drilling, please contact our office
12865	No Propaganda	The earlier children start learning, the better. Early education promotes childhood development, often a determinant of health for the rest of someone’s life. In Maryland, we understand that reaching and teaching kids early is critical to setting them on the right path
7434	No Propaganda	Larson helped pass the American Rescue Plan, which gave Connecticut $275 million to ensure providers were able to stay open and directly support low-income families in need of care.  Tax Cuts for FamiliesAs a senior member of the Ways and Means Committee, responsible for tax policy, Rep. Larson is working to ensure the tax code works for low-income and middle-class families, not the wealthy and corporations
7960	No Propaganda	U.S. Department of Agriculture I have also received notification that the U
15885	No Propaganda	"""Demanding Equal Pay for Equal Work Generations of women have fought for their rights in the workplace and finally closing the wage gap that has been present for all of our history is critical. Thatâ€™s why I was a proud cosponsor of the Paycheck Fairness Act that passed the House in April 2021 to eliminate wage discrimination and force transparency about salary disparities. I also helped pass the Pregnant Workers Fairness Act to put forth explicit, unwavering rights for pregnant workers and support womenâ€™s ability to work and start a family"""
13458	Appeal to Fear	 We need more leaders with the political courage to take action because our kids are dying in our schools and on our streets. I was one of the first lawmakers to refuse to participate in Republican-led â€œmoments of silenceâ€ in Congress because the status quo is unacceptable: we need real change.
8391	Loaded Language	At the same time, our infrastructure, the lifeblood of any economy, is crumbling with the American Society of Civil Engineers noting that, among other things, 35% of Connecticut’s bridges are structurally deficient or functionally obsolete, 47% of our major roads are in poor or mediocre condition, and we need an investment of $653 million over the next 20 years in our drinking water infrastructure.Rosa’s plan aims to create jobs now and well into the future; preserves existing jobs and prevents unjust barriers to employment; builds the foundations for long-term growth by rebuilding our infrastructure and reviving the manufacturing sector; and helps working families to ensure they get the pay and benefits they deserve. Support for small businesses, innovative research and education is critical to creating jobs
16526	No Propaganda	R. 4515 – Small Business Development Center Cyber Training Act of 2021 H.R
23451	No Propaganda	 While the vast majority of law enforcement officers in our country operate with the highest degree of professionalism and without bias, the specter of racial profiling has greatly impacted relationships with some communities of color. It is critical that we address the underlying issues that have created such divides. It is for that reason that I have cosponsored legislation that would establish pilot grant programs through the Department of Justice (DOJ) using existing funding to assist state, local, and tribal law enforcement agencies with the costs of purchasing or leasing Body Worn Cameras (BWCs)
13688	No Propaganda	The legislation was signed into law on December 16, 2014.Combating Human Trafficking: In September 2013, I introduced HR 3081 which assists the National Center for Missing and Exploited Children (NCMEC) in their ability to help law enforcement agencies and first responders identify, locate, and recover victims of child sex trafficking.  H
16861	No Propaganda	I am proud to represent one of the most diverse districts in the country in Queens, New York. Every day, I witness the dedication, commitment, and work of our immigrant communities. As the daughter of first-generation immigrants, I understand firsthand the everyday struggles immigrants face as parents strive to provide a better life for themselves and their children
5859	Appeal to Fear	Getting Assault Weapons Off Our StreetsRep. DeGette is also a lead sponsor of legislation to reinstate a nationwide ban on military-style assault weapons, such as the AR-15, which have consistently been used to perpetrate some of the nation's deadliest mass shootings. The legislation, which DeGette first sponsored in the wake of the horrific shooting that took place at Columbine High School, in her district, in 1999, was approved by the U
22961	No Propaganda	"17.12 | Video: Rep. Scott Participates in a Panel, titled ""Stop the Pipeline to Prison,"" at Metropolitan African American Methodist Episcopal Church in Washington, DC09"
21279	Loaded Language	He will continue to advocate for strong, stable funding for the NEA and other federal programs that sustain jobs and creative expression in Memphis and beyond.Arts in EducationThe arts are not an “add-on” to core education, they are a cornerstone of a complete education. Congressman Cohen has long championed efforts to expand access to arts education in public schools and ensure that creative learning receives the same level of support as science, technology, engineering, and math
4644	Loaded Language	Most recently, he worked to make the Honoring our PACT Act become law. Included in the landmark package are his three bills that will assist over 3.5 million veterans in obtaining the health care they’ve earned, deserve, and desperately need
8176	Appeal to Fear	American College of Emergency Physicians: “Nearly every emergency physician has been assaulted or threatened on the job and the problem is only getting worse. Health care workers should be able to focus on saving lives without fearing for their safety. ACEP is deeply grateful to Rep
4067	No Propaganda	innovation to compete in the global economy. She has authored legislation like the IDEA Act (H.R
23500	Loaded Language	Bills such as the Rebuild America’s Schools Act would make a $100 billion investment in upgrading America’s schools. Because federal resources can only be used for school repair costs in cases of disaster, investments in public school construction and maintenance has dwindled, leaving many students without safe and healthy school facilities. I am also an advocate of programs that help prepare students for their next steps after high school such as the TRIO program, which helps students from disadvantaged backgrounds to prepare for and excel in college
6533	No Propaganda	Â H.R. 845: Pet and Livestock Protection Actâ€” I introduced H
3306	No Propaganda	 3053, the American Coasts and Oceans Protection Act, to prohibit any new leasing for the exploration, development, or production of oil or natural gas along the Southern California coast, from San Diego to the northern border of San Luis Obispo County. I cosponsored H.R
13554	Name Calling	That is why I am fighting for smarter, pro-growth policies that get government out of the way and help small businesses expand and hire new workers. In fact, I have supported overturning numerous regulations written by unelected bureaucrats who do not understand the negative consequences of the rules they wrote.Michigan has a talented workforce and world-leading manufacturing base, and we can keep it that way by promoting opportunities in the skilled trades
13074	Loaded Language	 Relevant LegislationI am proud to have either sponsored or co-sponsored the following legislation and I will work tirelessly towards passage of this legislation in the 119th Congress. H.R
6857	Loaded Language	Too many programs get tax dollars by going around the law and not going through the established appropriationsâ€™ authorization process. The status quo needs to change, and Congress needs to get back to regular order. Â Under regular order, Congress passes a budget resolution that caps spending levels and then reviews each federal programâ€™s effectiveness annually through 12 different appropriations bills that are passed through both Houses
11211	No Propaganda	 ___________________________________________________________________________________________________________________________________________________________________Energy Efficient Home Improvement: 25C (Up to $3,200 Available Now)DESCRIPTIONThe Inflation Reduction Act significantly expands and extends the 25C tax credit, now known as the Energy Efficient Home Improvement Credit. Previously, this tax credit was limited to 10% of your project costs but is now increased to up to 30% and available on an annual basis.Â After January 1, 2023, qualified energy-efficient improvements to your home may qualify you for tax credits worth up to $3,200
20171	No Propaganda	Due to the region's history, the U.S National Park Service recognizes northwestern Pennsylvania as the Oil Region National Heritage Area.With this history in mind, oil and gas production continues to be a major economic engine in the ANF and surrounding areas
6653	Loaded Language	I support providing our armed forces with the resources they need to accomplish their missions and defend the Constitution.Under the previous administration, we rebuilt our military, crushed terrorist organizations, and stood up to our adversaries by ensuring American dominance in the sea, air, land, and even space by establishing the U.S
11294	Appeal to Fear	If some do not report to work, as has happened in prior shutdowns, there will be significant delays and longer wait times across the country. What does this mean for disaster relief efforts? Federal Emergency Management Agency (FEMA) staff will still respond to emergencies, but all long-term projects will be delayed due to a lack of funding in the Disaster Relief Fund. How will this affect environmental protection and cleanup? The Environmental Protection Agency (EPA) will stop inspecting most hazardous waste sites, as well as drinking water and chemical facilities
23458	No Propaganda	The Byrne JAG program provides support for many parts of the criminal justice system, including community-based criminal justice initiatives, crime prevention education, hiring patrol officers, and programs such as veterans treatment courts. Byrne JAG also supports anti-human trafficking training for local departments to identify and rescue victims through coordination with federal law enforcement and victims service providers. The COPS Office and its corresponding programs provide invaluable resources and technical assistance to state and local law enforcement agencies
23878	Loaded Language	I am a 100% disabled veteran and receive my health care through the Department of Veterans’ Affairs (VA), so I have firsthand experience with their services. While VA offers important care and resources, there is room for improvement to provide veterans with the best care possible. I am proud to serve on the House Committee on Veterans’ Affairs where I am working in a non-partisan fashion to deliver the results veterans deserve
