ID	Label	Text
23542	No Propaganda	Five key provisions of the law came into effect at the start of 2014: the individual mandate; pre-existing condition coverage; employer mandate; subsidies; and online health insurance exchanges.  Further, the law enhanced the quality of healthcare for those on Medicare and disallowed health insurance providers from denying individuals coverage based on preexisting conditions. It closed the Medicare drug coverage gap known as the “donut hole” and allowed recent college graduates to remain on their parent’s health insurance plan
14500	Loaded Language	 It is imperative we ensure veteransâ€™ benefits are keeping pace with the skyrocketing inflation plaguing our economy.These are just some of the many issues Congress is working on to ensure we keep the promises we made to the selfless men and women in uniform.For more information on what resources are available to veterans, please visit theÂ Veterans sectionÂ of my Constituent Services page
2360	No Propaganda	For more than 70 years, streetcars rolled through downtown Sacramento, and the Congresswoman has a vision for building on that history and bringing streetcars back to the region.  The streetcar project will help connect West Sacramento and Sacramento, and provide more options to residents and tourists who are looking to move more efficiently between neighborhoods. In February 2016, the Obama Administration recommended that Sacramento’s streetcar initiative receive funding in his budget request
23358	No Propaganda	""" Voting Rights Since its passage in 1965, the Voting Rights Act (VRA) has served as a benchmark to ensure all Americansâ€™ voices are heard at the ballot box.Â  But on June 25, 2013, the Supreme Court invalidated Section Four of the VRA, a provision that protects voting rights in nine states that historically have had discriminatory voting practices. The Supreme Court found that Section Four had an outdated formula that placed undue and outdated federal burden on the nine states"""
7940	No Propaganda	ctphilanthropy.org/ For more information about state and local funding, please contact your state and local representatives. You can find your state and local contact information by visiting the official State of Connecticut website: www
13752	No Propaganda	Technological Leadership: Introduced H.R. 2449, FUTURE Networks Act, with Rep
2201	No Propaganda	 The Congresswoman believes it is vital that our local clean energy manufacturing firms continue to have the tools and resources they need to be competitive in the global clean energy economy, and create new, good paying jobs in the Sacramento region.AccomplishmentsNamed Co-Chair of the Sustainable Energy & Environment Coalition (SEEC) for the 115th, 116th, and 117th CongressesLed a group of 31 colleagues in writing to the Biden Administration to support the creation of a program for indoor air quality and energy efficiency upgrades in our nation’s schools. This became the foundation of her Healthier and Greener Schools Act, which is now law
13790	No Propaganda	 The amendment was included in the final House-passed version of the bill.To learn more about my legislative and voting record, please visit here.
11998	Appeal to Fear	 Encouraging Physical Fitness Today, obesity rates are dangerously high and continue to rise, with over 30% of adults and 17% of children considered obese. Studies have shown that obesity results in rising healthcare costs, reduced productivity at work, and less effective learning in school. The promotion of exercise and physical activity has never been more important in public policy
5775	No Propaganda	The legislation will also – for the first time – require EPA to study the cumulative impact that multiple sources of pollution can have on a nearby community and incorporate that information into the agency’s health assessments going forward. Creating the nation’s first-ever Federal Clean Energy StandardIn addition to reducing methane emissions, DeGette has authored legislation that would create the first-ever federal clean-energy standard. The measure would require U
12087	Loaded Language	Studies have shown that immigrants create jobs, expand our tax base, and strengthen industries across America. That’s why I support:  Comprehensive immigration reform that boosts economic growth Stronger labor protections to prevent the exploitation of undocumented workers Holding employers accountable who pay workers under the table or skirt labor laws By modernizing our immigration system, we can eliminate workforce exploitation, ensure fair wages, and keep our economy thriving for all Americans. Welcoming Refugees & Asylum Seekers One of America’s greatest traditions is offering safety to those fleeing violence, oppression, and persecution
12148	Loaded Language	The continued pursuit of American energy independence is critical to our nation's economy and national security. It is imperative that Congress unleashes America's energy capacity and remove burdensome regulations to lower gas and home energy prices. In Washington, I continue to champion an all-of-the-above domestic energy strategy that includes expanding Iowa’s biofuels
6881	Appeal to Fear	It will totally defund the WHO and put America first in healthcare.Healthcare decisions should be between a patient and their doctor, which is why I have fought tooth and nail against unconstitutional vaccine mandates. Additionally, I filed a lawsuit against the Center for Disease and Control (CDC) to end their unconstitutional mask mandate on airplanes
9323	No Propaganda	It is more important than ever for leaders at the federal, state and local levels to be working together to coordinate resources and strategy.The Ensuring Access to Quality Sober Living Act, which Congressman Bilirakis authored, was signed into law. It established quality standards for providers offering treatment during this important phase of recovery
20328	No Propaganda	C. office at (202) 225-5121.DownloadsWhat is the Farm Bill?Summary Document for Forest Products Fairness Act
16394	Loaded Language	Vasquez, a lifelong hunter and outdoorsman, is deeply committed to safeguarding New Mexico's public lands. He is championing smart climate solutions to ensure future generations have access to clean water, air and lands.Here are some ways he has worked to protect New Mexico’s natural beauty: Public LandsWildfire Prevention & ManagementClimate SolutionsIntroduced the M
12477	No Propaganda	 Jared enlisted in the U.S. Marine Corps after the terrorist attacks on 9/11, leaving his studies at the University of Maine in Farmington to serve his country
12575	No Propaganda	 Congressional and Executive Foreign Lobbying Ban Act: This bill would ban retired members of Congress, senior executive branch officials, and high-ranking military officials from lobbying for foreign interests.. TRUST in Congress Act: Public service isn’t about making a personal profit
7442	Name Calling	Â Unfortunately, instead of renewing this expanded credit President Trump and Congressional Republicans instead chose to pass a budget bill that gives the most benefits to the wealthiest Americans, paid for by cutting health insurance and food benefits. Rep. Larson will continue fighting to repeal tax breaks for the wealthiest 1% and replace it with the expanded Child Tax Credit and other initiatives to help families
7627	No Propaganda	5 billion will be invested nationwide. Connecticut will receive $8 million this year alone. Public Transit – As part of the largest investment in public transit in our nation’s history, Connecticut will receive over $1
21387	Loaded Language	 This landmark legislation includes major wins for families in our community—securing tax relief, investing in border security, strengthening national defense, increasing energy production, supporting families, securing healthcare, and cutting wasteful federal government spending. WHAT DOES THE ONE BIG BEAUTIFUL BILL ACCOMPLISH?Secures Tax Relief Eliminates taxes on tipsEliminates taxes on overtimePrevents a 22% tax hike on average taxpayers in our districtShields small businesses from a devastating 43% tax increaseSecures take-home pay for a family of four up to $10,700Preserves Death Tax exemptions for family farmsProvides tax relief for 88% of seniors receiving Social Security benefitsInvests in Border SecurityBoosts funding for border wall constructionAllocates nearly $150 billion to secure our border and facilitate deportationsStrengthens law enforcement efforts to stop fentanyl from coming across our bordersEquips the Coast Guard with critical tools and resourcesFunds the hiring of 18,000 law enforcement officers to better protect our communities and secure the borderProvides hiring bonuses for ICE and Border Patrol agentsStrengthens National DefenseProvides our military with modern equipmentFunds the Golden Dome missile defense systemExpands housing, healthcare, and benefits for U.S
1438	No Propaganda	Crops, livestock, timber, and fisheries produce a varied agricultural landscape and culture in the district. Furthermore, these industries contribute to the State of Alabama's $77 billion output impact.I am honored to serve on the House Appropriations Subcommitee on Agriculture, where I can do my part to help ensure that farming continues to feed Alabama, America and world
22900	No Propaganda	Jordan, William C. Velásquez, and Dr. Hector P
16526	No Propaganda	R. 4515 – Small Business Development Center Cyber Training Act of 2021 H.R
12740	Name Calling	  Opposing President Trump's Reckless Federal Funding Freezes and ClawbacksOne of the most damaging and unprecedented actions of this Administration has been pushing for massive funding cuts across the federal government. These reductions not only show a blatant disregard for the necessary, life-saving work of our federal agencies but have been, at times, unlawful and unconstitutional oversteps of Congressional budget powers.My team and I immediately got to work, resolving a number of local challenges created by President Trump's freeze of federal funding, including helping to reopen funding streams so state agencies can continue their services
2102	No Propaganda	S. Food and Drug Administration. Congresswoman Matsui also Co-Chairs the Congressional Food Allergy Caucus, advocating for issues impacting the 32 million Americans who have a potentially life-threatening food allergy
1748	No Propaganda	EducationI strongly believe that every child should have access to a quality education. Providing a first-rate education for America's youth is one of the most important responsibilities of parents, local school boards, states, and, to a degree, the federal government.For over forty-five years, the federal government's role in education has been expanding, yet it has repeatedly failed to improve the outcome for our students
19204	No Propaganda	Investments in water infrastructure are critical to ensuring the availability and affordability of this critical resource. Doing so will ensure that water resources across the state are managed in a way to meet both our present needs and those of the many generations to come.THE MISGUIDED GREEN NEW DEALRegardless of political points of view, most Americans can agree that good stewardship of the earth and its precious resources is important
20339	Appeal to Fear	Since passage of this bill, my worst nightmares have become a reality as the law's implementation continues to drive up costs, saddle small businesses with burdensome regulations, and imposes unfunded mandates on the Commonwealth, by shifting costs from the federal government to the states. We must repeal this law and move forward with commonsense reforms that will improve our nation's healthcare system and provide even greater access to more Americans.During the 115th Congress, I introduced several pieces of legislation that offered real reform to key areas of healthcare and care delivery
13618	No Propaganda	Lisa Blunt Rochester (D-DE) to enhance our ability to prevent seniors from falling victim to fraud or scams. The bipartisan legislation passed the House on April 15, 2021, and was signed into law as Public Law No: 117-103.Strengthening Critical Workforce: Introduced H
18246	Appeal to Fear	Not only are we facing global threats, but the threats of random attacks on American soil are becoming more and more real. It is the Congresswoman's top priority to ensure the continued safety of her own constituency and all Americans.Another aspect of national security is cybersecurity
2170	Appeal to Fear	Located at the confluence of the Sacramento and American Rivers, Sacramento and West Sacramento face a constant threat of flooding. With the major floods of 1986 and 1997, the Sacramento region understands the importance of a modern, system-wide approach to flood control. Throughout her time in Congress, Congresswoman Matsui has continuously advocated for federal resources to minimize our risk of flooding, which includes maintaining and strengthening the region’s levee and dam system while taking a wider, watershed approach to managing high-water events
5355	Loaded Language	I will also continue to work with our farmers to ensure that American crops are treated fairly by countries that export crops to the United States and that any agricultural products entering the country are free from pests and diseases.America's agricultural industry is one of the most capable in the world and their ability to compete and thrive depends on the freedom for them to produce in a fair marketplace and without being severely hindered by conditions beyond their control. Americans need their government to ensure that they will continue to have an affordable, safe and reliable food supply
4093	No Propaganda	2085, the Consumer Health Options and Insurance Competition Enhancement (CHOICE) Act; andH.R. 1346, the Medicare Buy-In and Health Care Stabilization Act
23458	No Propaganda	The Byrne JAG program provides support for many parts of the criminal justice system, including community-based criminal justice initiatives, crime prevention education, hiring patrol officers, and programs such as veterans treatment courts. Byrne JAG also supports anti-human trafficking training for local departments to identify and rescue victims through coordination with federal law enforcement and victims service providers. The COPS Office and its corresponding programs provide invaluable resources and technical assistance to state and local law enforcement agencies
5975	No Propaganda	The biodiversity of the area ranges from junipers at lower levels to Douglas fir, aspen, and ponderosa at higher elevations. The creek runs year-round and provides recreation opportunities to residents of nearby Colorado Springs and surrounding communities. A characteristic feature is the two canyons of the East and West Beaver Creeks, which come together at the edge of the area
20442	Appeal to Fear	Unfortunately, both of the important and long-standing policies are in the process of being rolled back by Democrats. In 2021, I also introduced the Heartbeat Protection Act, which prohibits abortions when an unborn child's heartbeat is detected.There are several important court cases on abortion right now in our nation, including the Whole Woman’s Health v
13218	No Propaganda	R. 2743, the Raise the Wage Act, proposes incrementally increasing the federal minimum wage to $17 per hour by 2030.H
8391	Loaded Language	At the same time, our infrastructure, the lifeblood of any economy, is crumbling with the American Society of Civil Engineers noting that, among other things, 35% of Connecticut’s bridges are structurally deficient or functionally obsolete, 47% of our major roads are in poor or mediocre condition, and we need an investment of $653 million over the next 20 years in our drinking water infrastructure.Rosa’s plan aims to create jobs now and well into the future; preserves existing jobs and prevents unjust barriers to employment; builds the foundations for long-term growth by rebuilding our infrastructure and reviving the manufacturing sector; and helps working families to ensure they get the pay and benefits they deserve. Support for small businesses, innovative research and education is critical to creating jobs
3512	Loaded Language	""" I will continue to support policies that protect our troops, their families, and our nation. And we must make good on our promise to help our fighting men and women when they return home; we owe them much more than a """"thank you for your service,"""" we owe them real actions to provide meaningful support. The federal government must live up to its responsibilities to properly support those who served in our armed forces and their families"""
1599	Loaded Language	 One of these pieces of legislation passed through the House of Representatives last Congress: The Agent Raul Gonzalez Officer Safety Act (H.R. 5585) to impose a life sentence on migrants and human smugglers who engage in high-speed car chases with law enforcement officers
13994	No Propaganda	 Additionally, any U.S. foreign policy initiative should protect our freedoms at home and abroad
2880	No Propaganda	At the same time, we must work to reduce the achievement gap, create opportunities for students to attain higher education, and make sure that we have the best trained, most qualified teachers in the world.In strengthening our education system, we will create a thriving, 21st century workforce that will lead emerging industries and ensure America remains a leading economic power on the world stage.WHAT DEMOCRATS ARE DOINGEarly EducationEarly childhood learning programs have proven to be one of the most valuable investments in our children's future, dramatically increasing their ability to succeed later in school and in life
5074	Appeal to Fear	""" It would simply require that millionaires and billionaires pay the same Social Security taxes as everyone else.Â Fighting for Health Care Congressman Sherman voted against the Republican cuts to the federal health insurance program in the â€œOne Big Ugly Billâ€ recently signed by President Trump. The recently passed changes will force an estimated 17 million Americans to lose their health care coverage and targets Medicaid funding by creating a web of new limits on state funding and increasing patientsâ€™ out-of-pocket spending"""
12699	No Propaganda	 As the daughter of civil servants, the Congresswoman personally understands the vital role that our public servants play in our economy and government. Marylandâ€™s Third District alone is home to 44,000 federal employees. Congresswoman Elfreth will always support the economic well-being and bargaining rights of our federal workers so they can do their jobs free from politicization and political manipulation
5151	Loaded Language	This legislation would provide grants to states to make the first two years of community college completely free. Opening up the door to an education so many Americans want, but many may not have the means to achieve. I am proud to say that this legislation was included as part of the College Affordability Act
5483	Loaded Language	I believe that Congress should encourage a full discussion and act on fundamental tax reform. Whether it is a flat income tax, a national sales tax or another idea, I will support a tax plan which provides fairness to the taxpayer and makes the system less complicated.I have consistently voted for lower taxes, and will continue to do so
17172	No Propaganda	"​Defunding Unconstitutional Executive Order Banning Refugees: No funds, resources, or fees made available by the United States Congress to any Federal agency may be used to implement, administer, enforce, or carry out (including through the issuance of any regulations) any of the policy changes set forth in the Executive Order titled ""Protecting the Nation from Foreign Terrorist Entry into the United States"" signed by President Donald J. Trump on January 27, 2017.""Statute of Liberty Values Act"" (SOLVe): States that President Trump's Executive Order will have no effect or force of law and states that no funds or fees shall be used to implement the Order"
21000	Loaded Language	Finally, American entrepreneurs and business owners have a tax system that will make America more competitive on a global scale.For over 30 years, East Tennessee families had less of their paychecks to use as they pleased, and were paying too much in taxes. With the passage of the Tax Cuts and Jobs Act a typical family of four in Tennessee will see a tax cut of just over $2,000
11989	Loaded Language	 Improving Access to Nutritious Foods – Food Deserts Act Access to nutritious food should be a necessity, not a luxury. Yet today, too many people across Indianapolis and our country struggle to find the healthy food they need. More and more supermarkets are closing their doors, and public transportation is often located a mile or more away
4808	Appeal to Fear	4667, the VISIBLE Act to ensure ICE is held accountable by prohibiting all immigration enforcement officers from wearing non-medical face coverings, requiring them to display their name or badge number and the agency they represent, and mandating DHS to implement disciplinary procedures for agents’ violations of the law. We must also ensure that Members of Congress maintain their ability to conduct oversight at immigration detention centers, which is expressly permitted by law. But, since the beginning of the second Trump administration, I have been unlawfully denied entrance twice when attempting to conduct oversight at these facilities
11986	No Propaganda	In an effort to help these children obtain the nutrition they need to be healthy, active, and successful, I have supported several pieces of legislation that expand funding for these and other programs that provide healthier meals to low-income children. These investments in child nutrition are especially important given evidence that hunger can be an enormous barrier to learning. I will continue to support legislation that helps schools, non-profits, and other entities provide nutritious meals to children
17292	Loaded Language	He truly is a bipartisan congressman and shows the example of what leading should be like. Thank you, Congressman Ryan, a leader and friend to Hyde Park.” - Hyde Park Supervisor Al Torreggiani I brought Department of Transportation leadership to Stewart International Airport to discuss how we can work together and form partnerships throughout our community to bring home more of the historic BIL funding and bolster our local transportation systems
9342	No Propaganda	Community Health CentersAdditionally, Congressman Bilirakis's Community CARE Act which reauthorized community health centers nationally for two years was included as part of the CHAMPIONING HEALTHY KIDS Act and signed into law. The Reauthorizing and Extending America's Community Health (or REACH) Act was also signed into law.  It  included a 4-year reauthorization of Community Health Centers - the longest in program history
7131	Loaded Language	 He knows what it's like to put in a hard day's work and still not be able to make ends meet.Now Jason is working to build the clean energy economy to create good-paying jobs while mitigating some of the worst effects of climate change, expand access to entrepreneurial and small business resources in underserved areas, and build a talented workforce so everyone has the opportunity to get ahead and stay ahead.
8106	Loaded Language	gov. The Department of Consumer Protection has also issued a warning to homeowners to be wary of scams to repair or replace faulty concrete. I urge consumers to take precautions before making any payments or signing contracts
12183	Loaded Language	Fixing this problem begins with workforce development. I will continue to focus on closing the skills gap that holds back our workforce and hinders business growth through a renewed focus on technical education and post-secondary credentials. This will put more Americans to work and keep our 21st-Century economy competitive and growing
6696	No Propaganda	This important project will create 400,000 acre-feet of new water storage, generate $535 million in local spending, and create 360 new jobs. The project will provide a critical water supply, as well as protect and stimulate rural development, including agriculture, for present and future water users. It will also foster new employment, income, business generation, and tax revenues to Northwest Colorado
6653	Loaded Language	I support providing our armed forces with the resources they need to accomplish their missions and defend the Constitution.Under the previous administration, we rebuilt our military, crushed terrorist organizations, and stood up to our adversaries by ensuring American dominance in the sea, air, land, and even space by establishing the U.S
20242	Loaded Language	This is not short term development – and we will continue to need the appropriate regulatory support. I have been active in engaging regulators, producers, landowners and institutions such as Penn State in order to work with the community and educate people on the potential of this vast resource.The practice of horizontal drilling provides significant benefits by reducing the footprint of oil and gas production and allowing for directional drilling in order to leave areas of environmental concern undisturbed
8176	Appeal to Fear	American College of Emergency Physicians: “Nearly every emergency physician has been assaulted or threatened on the job and the problem is only getting worse. Health care workers should be able to focus on saving lives without fearing for their safety. ACEP is deeply grateful to Rep
13565	Loaded Language	Michigan farmers work from dawn to dusk to put food on tables in our communities and all across the world. During the challenging economic times that have plagued the Michigan economy, the steady growth of our agricultural sector has kept our economy afloat. To maintain this edge, I believe we must:Protect our FarmlandMichigan’s farmers know better than most the importance of protecting our land for generations to come
20853	Appeal to Fear	  We have formed coalitions of nations to depose tyrannical dictators that threatened the freedoms and safety of our citizens and allies.  Together with our friends we have drawn attention to humanitarian crises and worked to improve the quality of life in those parts of the world that live in poverty and turmoil.As a senior member of the House Committee on Foreign Affairs, I have the privilege to help address the issues facing our relationships with nations around the world
3454	No Propaganda	R. 5723, the Social Security 2100 Act, to increase benefits for all recipients by about 2 percent; improve the annual COLA formula to better reflect the costs incurred by seniors; set the new minimum benefit at 25 percent above the poverty line and tie it to wage levels to ensure that the minimum benefit does not fall behind; improve benefits for widows and widowers in two-income households; repeal the Windfall Elimination Provision (WEP) and Government Pension Offset (GPO) that currently penalize many public servants; end the 5-month waiting period to receive disability benefits; provide caregiver credits to ensure that caregivers are not penalized in retirement for taking time out of the workforce to care for children or other dependents; extend benefits for students through age 22; and increase access to benefits for children who live with grandparents or other relatives. Presently, payroll taxes are not collected on wages over $142,800; this bill would apply the payroll tax to wages above $400,000, a provision that would only affect the top 0
12061	Appeal to Fear	" I will continue working to: Lower out-of-pocket costs for seniors Expand access to prescription drugs and preventive care Oppose efforts to privatize or cut Medicare benefits Lowering Prescription Drug Prices Skyrocketing prescription drug prices are placing an enormous burden on Hoosiers. While medical research and innovation are critical, pharmaceutical companies should not put profits over people. That’s why I support policies to: Allow Medicare to negotiate drug prices Increase transparency and accountability in drug pricing Expand access to generic and lower-cost alternatives Support the Safe Step Act, which improves access to needed medications by reforming ""step therapy"" policies Investing in Medical Research & Innovation Scientific advancements in medicine save lives, and I am committed to ensuring that Indiana remains a leader in biomedical research and innovation"
0	No Propaganda	
15472	Loaded Language	As a former Montana Land Board Commissioner, I was proud to help manage and conserve our state lands, including playing a key role in the creation of the Big Snowy Mountains Wildlife Management Area. I am a member of the Public Lands Caucus and have cosponsored Congressman Zinke’s Public Lands in Public Hands Act. This legislation will help prevent the sale or transfer of land without an act of Congress and proper studies being done
4877	No Propaganda	 Investing in Main Street and Supporting EntrepreneursAn overwhelming majority of small businesses are turned away for conventional loans by banks, and only a tiny fraction receive third-party investments. This is why we rely on the SBA to help fill this gap in access to capital. Small Business Investment Companies, or SBICs, are SBA-backed institutions that provide both equity and debt investments to high-potential startups
13544	Appeal to Fear	If Asian carp establish populations in the Great Lakes, they will devastate the region's fishing and boating industries. The Army Corps of Engineers must act quickly to take the necessary steps to protect our Great Lakes.I strongly support the Great Lakes Restoration Initiative (GLRI)
21714	No Propaganda	R. 8 and H.R
23129	Appeal to Fear	 The evolution of hydropower has proven to be an affordable and reliable source of energy for rural and metropolitan communities across America allowing everyday citizens to heat their homes, operate their appliances, and access clean water. Yet rather than applauding this renewable source of clean energy, efforts to breach our dams persist. I have said it before, and I will say it again—Congress alone has the authority to breach the Lower Snake River Dams, and as long as I am your representative, I will fight to ensure our dams remain in place
