ID	Label	Text
8637	No Propaganda	I have compiled the following list of actions I have taken to protect our environment:Introduced H.R. 3585, the Bolstering Economies, Anglers, Coastal Habitats, Ecosystems and Security (BEACHES) in Florida Act, which would create a 10-year moratorium on oil and gas exploration off Florida's coasts
18623	Loaded Language	How much does it cost? It does not cost anything to apply and learn what insurance plan options you qualify for, what the plans will cost per month, and what financial help you can receive. Once you know your options, you can decide what health insurance plan is best for you and your budget. You may qualify for a discount and/or tax credit from the federal government
1474	Appeal to Fear	I am proud to serve as a member of the Committee on Homeland Security, including as Chairman of the Emergency Management and Technology Subcommittee. Protecting our homeland requires constant vigilance across many fronts – from securing our borders and preventing illegal crossings, to addressing emerging threats posed by drones, cyberattacks, and bioterrorism.  Our nation faces complex and evolving challenges, including drug and human trafficking, threats to mass gatherings and critical infrastructure, and risks to our agricultural and food systems
14417	Loaded Language	This bill will put a stop to the endless robocall schemes, by instituting a nationwide call authentication technology that will allow every American to verify and block every call they receive, allowing consumers to trust their caller ID again. This bill also included language I helped introduce which would prevent the harmful practice of one-ring scams that pray on the most vulnerable populations.To learn more about legislative efforts and actions you can take to prevent robocalls, click here
10541	No Propaganda	 I introduced important legislation to provide local law enforcement with support to purchase gunfire detection technology. I am committed to using technology as a positive instrument in our society and workforce while protecting important civil liberties.
4976	Loaded Language	We must never allow the events of January 6, 2021, to be repeated, which is why I joined my colleagues on a bipartisan basis in the 117th Congress to overhaul the Electoral Count Act of 1887 and decrease the likelihood of another January 6-like attack on our democracy.Equality ActDiscrimination of any kind is unacceptable, and that includes prejudice against the Lesbian, Gay, Bisexual, Transgender, and Questioning or Queer (LGBTQ+) community that unfortunately still runs rampant nationwide. I know we are better than this, and I know we can do more to ensure a brighter future for everyone, no matter who they love
12699	Loaded Language	As the daughter of civil servants, the Congresswoman personally understands the vital role that our public servants play in our economy and government. Maryland’s Third District alone is home to 44,000 federal employees. Congresswoman Elfreth will always support the economic well-being and bargaining rights of our federal workers so they can do their jobs free from politicization and political manipulation
6826	Loaded Language	The primary root cause of this record-breaking inflation was trillions of dollars of wasteful federal spending. Biden and Pelosi have spent an unsustainable $5.7 trillion already and our national debt now exceeds $33 trillion dollars
21714	No Propaganda	R. 8 and H.R
18905	Loaded Language	   Supporting Our Schools, Students, and Educators No child should have to worry about where their next meal will come from after school. In the 117th Congress, I introduced the Afterschool Meals Act, which would allow schools to provide healthy meals during afterschool programs to students already served by the National School Lunch Program. As the foundation of our education system, teachers shape the futures of our children, students, and communities
6791	Loaded Language	When I was sworn into Congress, I pledged to support and defend the Constitution of the United States—including the Second Amendment. The Founders understood that the right to keep and bear arms is necessary to the security of a free state, so they drafted the Bill of Rights to ensure that the government did not mess with our sacred liberties. Despite the clarity of the Second Amendment, leftists continue to try and trample on our enumerated rights
4067	No Propaganda	innovation to compete in the global economy. She has authored legislation like the IDEA Act (H.R
18897	Loaded Language	  Student Loan Forgiveness The Biden Administration's student debt forgiveness plan would be a financial lifeline for many in our community and help boost our economy at home and nationwide. Under President Biden's program, over 700,000 applications for debt relief have already been approved for Ohioans. This program  In fact: 28% of those who attended my telephone town hall in February 2023 had zero to $10,000 in student loan debt – which means the Biden Administration's plan could eliminate their debt, leaving them with more money to contribute to our economy
7442	Loaded Language	 Unfortunately, instead of renewing this expanded credit President Trump and Congressional Republicans instead chose to pass a budget bill that gives the most benefits to the wealthiest Americans, paid for by cutting health insurance and food benefits. Rep. Larson will continue fighting to repeal tax breaks for the wealthiest 1% and replace it with the expanded Child Tax Credit and other initiatives to help families
15072	No Propaganda	 To learn more about Homeland Security and First Responders issues and to view my voting record, please click on the links below. Committee on Homeland Security: https://homeland.house
6229	No Propaganda	I passed two amendments and voted for legislation to ensure parents have a say in education curriculum being taught to their children. I played a pivotal role in keeping the Space Command headquarters in Colorado.I helped secure a $5,109,735 grant for the Pueblo Community Health Center
11294	Loaded Language	If some do not report to work, as has happened in prior shutdowns, there will be significant delays and longer wait times across the country. What does this mean for disaster relief efforts? Federal Emergency Management Agency (FEMA) staff will still respond to emergencies, but all long-term projects will be delayed due to a lack of funding in the Disaster Relief Fund. How will this affect environmental protection and cleanup? The Environmental Protection Agency (EPA) will stop inspecting most hazardous waste sites, as well as drinking water and chemical facilities
11325	Loaded Language	Obamacare ends insurance industry abuses in the health system, improves Medicare and Medicaid for seniors and people with disabilities, and covers millions of uninsured Americans. Millions of Americans have received free preventive services, young adults now have health insurance through their parents' plan, children are no longer denied care because of pre-existing conditions, and seniors and persons with disabilities are paying lower prescription drug bills.Obamacare is working nationwide:Americans no longer have a lifetime limit on their benefits
16241	No Propaganda	The bill would legalize sports betting in New Jersey and introduce a new source of revenue, potentially amounting in billions for New Jersey in revenues. A state-wide ballot measure to amend New Jersey's state constitution to allow sports gaming was overwhelmingly supported by New Jersey citizens by a 2-1 margin.
20442	Loaded Language	Unfortunately, both of the important and long-standing policies are in the process of being rolled back by Democrats. In 2021, I also introduced the Heartbeat Protection Act, which prohibits abortions when an unborn child's heartbeat is detected.There are several important court cases on abortion right now in our nation, including the Whole Woman’s Health v
2102	No Propaganda	S. Food and Drug Administration. Congresswoman Matsui also Co-Chairs the Congressional Food Allergy Caucus, advocating for issues impacting the 32 million Americans who have a potentially life-threatening food allergy
13057	Loaded Language	These violations of due process are not accidental. They are deliberate actions that undermine the rule of law. According to the Cato Institute, dozens of Venezuelan migrants who arrived in the United States legally and never violated immigration laws were still detained, deported, and imprisoned in El Salvador
12575	No Propaganda	 Congressional and Executive Foreign Lobbying Ban Act: This bill would ban retired members of Congress, senior executive branch officials, and high-ranking military officials from lobbying for foreign interests.. TRUST in Congress Act: Public service isn’t about making a personal profit
5593	No Propaganda	Issa is a proud Army veteran.  As a senior in high school, Issa enlisted in the United States Army. Through his service, he received a ROTC scholarship and graduated with a degree in business
14245	Appeal to Fear	 Additionally, there has been an increasing presence of heroin and opioid abuse in Michigan which has sadly led to numerous overdoses and deaths. As a member of the Bipartisan Heroin Task Force, I’ve been working with my colleagues to foster awareness, develop best practices, and promote collaboration to address problems associated with heroin addiction. In October 2018, the President signed into law, the SUPPORT for Patients and Communities Act, a series of legislative solutions to fight the crisis our country is currently facing
20242	Loaded Language	This is not short term development – and we will continue to need the appropriate regulatory support. I have been active in engaging regulators, producers, landowners and institutions such as Penn State in order to work with the community and educate people on the potential of this vast resource.The practice of horizontal drilling provides significant benefits by reducing the footprint of oil and gas production and allowing for directional drilling in order to leave areas of environmental concern undisturbed
16394	Loaded Language	Vasquez, a lifelong hunter and outdoorsman, is deeply committed to safeguarding New Mexico's public lands. He is championing smart climate solutions to ensure future generations have access to clean water, air and lands.Here are some ways he has worked to protect New Mexico’s natural beauty: Public LandsWildfire Prevention & ManagementClimate SolutionsIntroduced the M
20535	Loaded Language	  We are eternally grateful to our veterans and it is my goal to see to it that they have the services they need to lead healthy and productive lives after their time in the military is complete.Now more than ever, the Federal government must work to provide services and healthcare to our veterans in a way that works for them. Many veterans take advantage of and benefit from the comprehensive VA services offered in Pennsylvania, but others could benefit from expanded or alternative ways of providing care
14995	Loaded Language	Image    Mississippi continues to face tremendous challenges as we confront our health care needs. In fact, all twenty-three counties in the Second District are medically under-served and many citizens are unable to afford health coverage. To help address these challenges Democrats introduce the Affordable Care Act of 2010 to improve the quality of health care and insurance coverage for 315,000 residents
6521	No Propaganda	These include bills like H.R. 845 the Pet and Livestock Protection Act, H
21983	Loaded Language	  Congresswoman Garcia works diligently to ensure that the law protects every person, and she is a champion for reproductive justice and will continue the fight to secure the rights for our most marginalized communities. Women’s EqualityBelow are a few examples of how the Congresswoman has worked in Washington, D.C
5355	Loaded Language	I will also continue to work with our farmers to ensure that American crops are treated fairly by countries that export crops to the United States and that any agricultural products entering the country are free from pests and diseases.America's agricultural industry is one of the most capable in the world and their ability to compete and thrive depends on the freedom for them to produce in a fair marketplace and without being severely hindered by conditions beyond their control. Americans need their government to ensure that they will continue to have an affordable, safe and reliable food supply
3516	Loaded Language	Long wait times and scheduling problems at VA Medical Centers are deeply concerning, and I am working to ensure veterans are receiving timely access to quality care. After learning of long wait times at VA Medical Centers, I wrote a letter to the VA Secretary requesting a system-wide audit of scheduling practices and wait times. I've also visited the VA facility in Livermore and have been assured by the director and her staff that while long wait times and access issues are occurring at VA centers across the country, this is not the case in the Bay Area
15890	Loaded Language	 These brave men and women and their families sacrificed so much to protect us and our freedom. It is our duty to ensure that we take care of them when they return home, many with injuries, visible and invisible. Nellis and Creech Air Force Bases establish a significant active-duty military footprint here in southern Nevada
21315	Loaded Language	  I am committed to promoting pro-growth tax policies, cutting federal spending, and removing burdensome regulations.  We must change the trajectory of the national debt before it is too late.
21644	Loaded Language	But Washington must do more to live within its means. I am committed to fighting for responsible spending cuts so that families never have to choose between keeping the lights on or putting food on the table.Some of my work includes:Introduced the Freedom to Compete Act, H
12594	Loaded Language	This bill would fight dark money by requiring all organizations that spend money on elections to disclose major donors every election cycle. Keeping Foreign Money out of Ballot Measures Act: It doesn’t matter if the vote is on a statewide ballot initiative or local referendum, foreign donors shouldn’t have a say in decisions by Maine voters. This bill would prohibit foreign nationals from making political contributions or donations to state ballot measures and initiatives
9180	No Propaganda	As such, he has regularly supported increases in Title I and IDEA funding. The Congressman is also a long-time proponent of Career, Technical and quality Apprenticeship education programs, and has supported legislation to strengthen the opportunities for students throughout the nation.Congressman Bilirakis has also previously supported legislation to increase access to higher education by raising the maximum Pell Grant (federal assistance that deserving students do not have to repay) award
10097	Appeal to Fear	57 KB) DEFENSE ACCESS ROADS III Recipient: Department of Defense/ Military ConstructionLocation: Guam Highway 1 (Marine Corps Drive)Amount: $50,000,000Justification:If this project is not provided, there will be an increased rate of deterioration of the roads, bridges and utilities, with high risk of failure. In some situations, (i.e
3825	Loaded Language	 Many companies now hire based on skills, rather than looking at formal degrees. Decoupling skills from degrees and credentialing reform are issues that I am considering in Congress. Free public college and vocational education I also believe that we need to give every aspiring student the opportunities and resources to pursue the dream of college education
14575	No Propaganda	In Crisis? An opioid overdose requires immediate medical attention. Please call 911 immediately if you or someone you know is in immediate danger.  If you are someone you know is experiencing a suicidal, substance use and/or mental health crisis, or any other kind of emotional distress, help is available 24/7 at the 988 Suicide & Crisis Lifeline
3098	Loaded Language	 This bipartisan bill streamlines access to justice for workers who suffer retaliation for exercising their organizing rights; gives workers the power to override so-called "right-to-work" laws that prevent unions from collecting dues from the workers they represent; enhances workers' right to support boycotts, strikes, or other acts of solidarity; authorizes a private right of action for violations of workers' rights; authorizes meaningful penalties for companies and executives that violate workers' rights; closes loopholes that corporations use to erode workers' rights; prevents companies from denying workers' access to justice; requires employers to be transparent with their workers; prevents employers from interfering in union elections; allows workers to hold union elections in a safe environment; and facilitates timely first contracts between companies and newly certified unions by requiring mediation and arbitration to settle disputes. I cosponsored and voted for, and the House passed, H.R
22726	Loaded Language	 The march laid the groundwork for monumental civil rights legislation, such as the Voting Rights Act and the Civil Rights Act.When Civil Rights Act of 1964 was passed the following year, it became the most comprehensive legislation to achieve equal rights and protect citizens from discrimination.Section 703 (a) of the Act made it unlawful for an employer to "fail or refuse to hire or to discharge any individual, or otherwise to discriminate against any individual with respect to his compensation, terms, conditions or privileges or employment, because of such individual's race, color, religion, sex, or national origin
12988	No Propaganda	R. 247, the Health Care Affordability Act, extends and expands the Affordable Care Act Premium Tax Credits to provide greater tax returns to families and communities that need health care the most;H.R
7281	Loaded Language	We must do more to deter our adversaries and partner with good actors. It should be a priority to maintain a strong military presence on the global stage and restore America’s military superiority, not waste time on frivolous, virtue-signaling programs like DEI. This starts with ensuring our service members have proper pay and benefits, as well as the tools to keep themselves and our country safe
20606	No Propaganda	 A-K Valley - Police River Patrol Boat - $125,000The Allegheny Valley Regional Police Department is seeking funding to purchase a law enforcement watercraft for the protection of the residents of the three communities along the Allegheny River that is within their jurisdiction.The entity to receive funding for this project is the Allegheny Valley Regional Police Department, located at 100 Plate Drive, Harwick, PA 15049.Click HERE to read the required financial disclosure letter
17340	Loaded Language	I introduced my Protecting Social Security Act to ensure that seniors today and future generations can rest assured that Social Security will always be there. Among other provisions to protect Social Security, the bill:Permanently prohibits cuts to Social Security and condemns attempts to raise the Social Security age to 69, like those included in the Republican Study Committee’s annual budget proposalProtects Social Security from insolvency by requiring emergency funding from the Treasury Department be used to disperse benefits while Congress votes on a permanent funding source, namely billionaires and corporate monopolies, to fund the Social Security trust fund should it become insolventRestores a Social Security Administration field office to Ulster County by requiring the Administration to operate a field office in every county, ensuring that seniors have easy access to their benefitsI’m also proud to have cosponsored and helped the House pass the Social Security Fairness Act, which will stop the unfair reduction of Social Security benefits for retired public servants and ensure they receive the full benefits they earned. FIGHTING FOR TAX FAIRNESSThat fairness is critical to building an economy that works for everyone
10171	No Propaganda	Congressman Jackson has been working to build an economy that prioritizes equitable growth and opportunity. He believes it is a duty to advance the economic interests and not the interests of billionaires. During his first term in office, he supported measures to fight inflation, raise the minimum wage, and support small businesses
13457	Appeal to Fear	We need to finally ban assault weapons and high-capacity magazines, designate mass shootings as acts of terrorism, and expand safe storage and Extreme Risk Protection Order laws. We need more leaders with the political courage to take action because our kids are dying in our schools and on our streets. I was one of the first lawmakers to refuse to participate in Republican-led “moments of silence” in Congress because the status quo is unacceptable: we need real change
7176	No Propaganda	  Arapahoe County Veterans Affairs   Apply for VA Healthcare  Job Readiness & Employment Assistance   Home Loans  GI Bill Benefits  Help exiting homelessness    Fedshirevets.gov  Veterans’ Employment and Training Service  Rocky Mountain Regional VA Medical Center: Providing VA medical services including mental health care and Women's Veteran Program.   Medicare Savings Program   Lower Prescription Costs   mySocial Security Account   Contact your local office   Estimate Future Benefits   U
5482	Loaded Language	I share hard working Americans' frustration with the Internal Revenue Service and our current convoluted tax code. I believe that Congress should encourage a full discussion and act on fundamental tax reform. Whether it is a flat income tax, a national sales tax or another idea, I will support a tax plan which provides fairness to the taxpayer and makes the system less complicated
16468	No Propaganda	954 - Chinese Research Funds Accounting Act H.R. 5760 – China Watcher Act H
11736	No Propaganda	S. Department of Veterans Affairs (VA) Police Officers and the VA Acquisition Review Board Act to create a formal structure for the review and approval of major acquisition programs at VA.  Additionally, Rep
6696	No Propaganda	This important project will create 400,000 acre-feet of new water storage, generate $535 million in local spending, and create 360 new jobs. The project will provide a critical water supply, as well as protect and stimulate rural development, including agriculture, for present and future water users. It will also foster new employment, income, business generation, and tax revenues to Northwest Colorado
22961	No Propaganda	17.12 | Video: Rep. Scott Participates in a Panel, titled "Stop the Pipeline to Prison," at Metropolitan African American Methodist Episcopal Church in Washington, DC09
4465	Loaded Language	A one-size-fits-all Washington approach does not work for the disparate communities like ours. We must support the development of a personalized, patient-centered healthcare system, including better access to telehealth services. We also need fiscally responsible healthcare policies and commonsense initiatives that empower patients, increase choices, and lower health care costs without reducing benefits
8506	Loaded Language	Since the Federal Housing Administration was created in 1934, Congress has encouraged stability and affordability in the housing market through federally guaranteed mortgages. Due to housing and financial crisis, over 90% of new home mortgages underwritten 2011 were guaranteed by the federal government because private lenders and banks were unwilling to lend. Congresswoman DeLauro opposes efforts to reduce homebuyer access to federally secured mortgages
17939	Loaded Language	For this reason, I am ardently in favor of expanding school choice to give parents the freedom to choose the best educational path for their children. Whether you choose traditional district public schools, private schools, public charter schools, online schools, or homeschooling, every parent should have an active role in dictating the direction of their children’s education. Simply put, the quality of a child’s education should not be determined by their zip code or financial status
14410	Loaded Language	S. at the forefront of global 5G innovation, by encouraging the participation of trusted American companies in international standard-setting bodies. RobocallsAmericans received 3
4360	No Propaganda	  By 2025, this will move to a flat $2,000 cap on out-of-pocket prescription drug costs, saving nearly 19 million seniors an average of $400 a year. No Cost Vaccine Coverage - Recommended vaccines are now covered under Medicare without cost-sharing. That means no out-of-pocket cost for vaccines to prevent shingles, tetanus, hepatitis, COVID-19, and flu
23249	No Propaganda	, I participate in events such as National Veterans Roundtables, which are widely attended by representatives from the Veterans of Foreign Wars (VFW), National Military Family Association, as well as many others. Venues such as this provide a collaborative environment for policy makers to hear directly from national level veterans leaders about how we can best serve our veterans across the country. Additionally, I hold annual Veterans Advisory Council roundtables in locations around the Ninth District
15500	Name Calling	 I have also joined Montana’s Congressional delegation in signing letters to the Trump Administration to urge reversals of disastrous Biden-era policies like the EPA’s MATS rule which would provide regulatory relief for Colstrip.Energy dominance is essential for U.S
4150	Loaded Language	Rather than failing to meet the needs of important sectors of our economy such as agriculture, we can help these industries legally employ their workforce.By securing our borders and ensuring our laws are enforced, we can also regularize the status of those who currently live in the shadows to promote family unification and shared values like hard work and playing by the rules.Zoe is recognized as a long-time champion of reform
14489	No Propaganda	3373, SFC Heath Robinson Honoring Our PACT Act. This comprehensive legislation connects toxic-exposed veterans and their survivors with the healthcare and benefits they have earned. This bipartisan legislation expands health care and benefits to toxic-exposed veterans, and equips the VA to take better care of them and their families
12730	Loaded Language	 In my first floor speech, I dedicated my time to speaking out against the attacks on federal workers – making it clear I would not stand for these appalling firings. Then, I introduced the first bipartisan anti-DOGE bill in Congress: the Protect Our Probationary Employees Act. The bill ensures that if and when employees are reinstated, they will not need to restart their probationary period for the same job they previously held and can continue to do the important work of the American people
17738	No Propaganda	 662 The Report and Educate About Campus Hazing (REACH) Act To amend Higher Education Act to require academic institutions to disclose hazing incidents.Note: The outlined legislation above was introduced during the 116th Congress.
23458	No Propaganda	The Byrne JAG program provides support for many parts of the criminal justice system, including community-based criminal justice initiatives, crime prevention education, hiring patrol officers, and programs such as veterans treatment courts. Byrne JAG also supports anti-human trafficking training for local departments to identify and rescue victims through coordination with federal law enforcement and victims service providers. The COPS Office and its corresponding programs provide invaluable resources and technical assistance to state and local law enforcement agencies
2967	No Propaganda	The Affordable Care Act ended discrimination based on pre-existing conditions including HIV/AIDS, improved Medicare Part D for people participating in ADAP, and ended annual and lifetime caps on health benefits.More recently, Pelosi supported funding for the Ending the Epidemic Initiative targeting investment to reduce the number of new HIV infections in the United States by 75 percent by 2025, and then by at least 90 percent by 2030. In the last three appropriations funding bills, she helped secured over $1 billion in new funds for this initiative
16530	No Propaganda	R. 793   - RESTAURANTS Act of 2021 H.R
6587	No Propaganda	I voted in favor of four pro-veteran bills that became law. I voted to increase veterans’ benefits by over $1.5 billion more than the discretionary funding Democrats had appropriated the previous year
2894	Loaded Language	For teachers and school leaders, it is critical to increase access to the necessary tools to do their jobs and create working conditions that support student success, which includes providing much-needed resources, offering professional development, targeted training, and the time to collaborate with students and one another.Improve No Child Left Behind: There is a clear need to improve and strengthen NCLB to reflect current best educational practices, protect students' rights, and guarantee a world-class education to all students regardless of background or zip code. Democrats want to see reform that:Ensures states set high-standards and goals to ensure students graduate from high school and college career ready
22253	Loaded Language	Ensuring partnering countries are compliant with trade agreements is critical to the success of the 34th District of Texas.Congressman Gonzalez will continue to approach any impending trade agreements with cautious optimism to protect and grow jobs, businesses, and trade opportunities in South Texas.
21810	Name Calling	Voted in support of the One Big Beautiful Bill which halts forced tax-payer funding of Planned Parenthood and abortions via medicaid.Voted in support of Amendments to the NDAA that roll back Biden’s dangerous and illegal Department of Defense abortion travel policy.Cosponsored the Life at Conception Act (H
